MAT.1.1	Abraham sapa David sapa Jesu Khrista ahungshuwna puhpee lerii 
MAT.6.22	“Mhee hie huwm thoumhichuwga. Changtaana chin namhibiir tthaniebe ninghuwm apoum chuw lengwaar ing siih vate. 
MAT.6.23	Chang gechuw nimmhee tthamaa niebe ninghuwm apoum chuw enthim ing siih vate. Chang taanachin ninnhingna lengwaar chuw enthim geniibe, chove enthim chuw ajechaa minthim vate?
MAT.6.24	“Achuw engkhe dong ing aapuw ennhii ta dur ilii chehmaa, ajiena ate inche ama ing engkhe chuw harniege leentaang chuw aning minsiih vate, changmaa niege ama ing engkhe nhingte belung minlhuw niege leentaang chuw tho samaanie, ninnuw ing Thangnhang engkhejege lerchii aannhiemeh ta dur ilii chemaa tenuw.
MAT.6.25	“Changtaana chin ninnhingna kerhiernaa, ninrhingrie rotoumna ajie shavang kintega changmaaniige ajie eenvang kintega, changmaa niige ninghuwm rotoumna ajie vievang kintega tenung nimbelungriir minja maaruw, rhingrie ching the chuw athimaa gekhang, engkhejege huwm ching piendeer chuw athimaa gekhang? 
MAT.6.26	Ibierruw mimvenna vati hehie, emmenie ing ivorje vormaahe, engkhejege ikumje kummaahe, changmaa niege aetoum teje mingkong maahe, chang gechuw thangven na aeong nimmapa Thangnhang ing emmenie chuw ajuh naahe. Ninnuwbe emmenie chungna nimmin luwlhaa maakhang? 
MAT.6.27	Engkhejege ningkaarna achuw engkhe ing nimbelungriir aya taana ninrhingrie chuw poungpha engkhe ber ibu ninchese? 
MAT.6.28	“Engkhejege ajie tuna piendeer lina belungrier nimminjaga? Phelhiena ipaar thambalrii hing ajiekhang imhuwng gehe ichii chuw mindeenruw, emmenie ing enlhiengye enlhieng maahe, laye chimaahe. 
MAT.6.29	Chang geyenie kie ing ninnhingna kerhier naa, athang alaar eoum Solomon raang ge heve riehe kaarna engkhe tho dong enttim in attheh isuwh ing enthongmaa. 
MAT.6.30	Chang gechuw atenie rhingge atuhnie lhungthuw soungte enthaa phe lhiina imhung phuwr chuw Thangnhang ing changjeh meh bethong niebe, ama ing ninnu chuw ibethonglhaa maanie khang, oh ninthacha esur mihe?” 
MAT.6.31	“Changtaana chin ‘ajii shava teruw? Changmaaniege,’ ‘ajii een vateruw?’ ‘Changmaaniige’ ‘ajii vievateruw?’ Tenung nimbelungriir minja maaruw. 
MAT.6.32	Ajiina ate inche leentaang Yaatiheching heve pee bekhe hehie enjongnaa engkhejege Thangven na eong nimmapa Thangnhang chin heve bekhe hehie ningeedieh naa ichii aminghuse. 
MAT.6.33	Chang gechuw amhuwr rimna Thangnhang Eruwng lepaa le adramho icher chuw jongruw engkhejege heve pee bekhe heyehie ninta ensuwh vate. 
MAT.6.34	Changtaana chin atuhnie rotoumna belungrier minya maaruw ajiena ate inche atuhnie rotoum chuw atuhnie ing hinreen vate. Aanie aaniena iya nabekhe chuw aanie rotoumin ensuwh resii.
MAT.7.1	“Ninnuw chuw Thangnhang ing waajeer entu namaa ing ninnuw jeng leentaang hechuw waajeer tumaaruw. 
MAT.7.2	Ajiena ate inche nimwaajeer khing ninnuw chuw waajeer itu vate, engkhejege ninnuw ing ningkheeng arii tho enttim ninnuwng ilhaang vang ninte. 
MAT.7.3	Nimmhi soungna enthin thiengkier khache mindeen maa chuwge ajietuna ninguw ninne mhee soungna enthin abouretie chuw ningeebierga? 
MAT.7.4	Changmaa niege nimmhih soungna thingkier aanthin gelohle ajiekhang ninguw ninne nhingna ‘namhee soungna enthin ebuwr-etie liepee gechie’ ninte chehga? 
MAT.7.5	Ettha embu ninnuw, amhuwrrimna nintaasaa mhee soungtena thingkier kha liejoh jaaruw, chona ninnuw ing ninguw ninne mhee soungna enthin ebuwr etie chuw enthieng ing mhuwtenuge iliejoh cheh vang ninte.
MAT.7.6	“Ethieng chuw utihe pemaaruw; engkhejege mukta chuw woh he kurna lhinmaaruw emmenieing engkhi ing chiinna vatehe engkhejege vaanleh heniege ninnuw chuw iminliim vatehe.
MAT.7.7	“Nheruw chove chuw ninnhingna ipe vate; Jongruw ninnuw ing tuw vang ninte; engkhejege enuhruw ninnhingna eemhongpee vate. 
MAT.7.8	Ajiena ate inche aanhie bekhe ching aphanaa, Aajong ama ching atuwhnaa, engkhejege arukhuung ama nhingna ching imhong pee vate. 
MAT.7.9	Chang maage achuwga ningkaarna asapa ing tan anhiih taana lhoung pevang ate chuw? 
MAT.7.10	Changmaage ama ing nga engkhe anhiih taana anhingna beruwr pevang ninte kha? 
MAT.7.11	Chona, etthamaa ninnuw raange ninsitihe nhingte ettha keethuwr chuw ajiekhang pevnag nintega ichii minghuw tenuw che, Thangven na aeong Nimmapa anhingna aanhiehe nhingte ayemeh ang aettha peese chuw pevate!
MAT.7.12	“Changtaana chin ajiejie gejenie mi hing ninnhingna mintuning ninte kha ninnuw jeng ennhingna turuw; ajiena ate inche heve hie waajeer ttong engkhejege Laarchang he ttongrhierga.
MAT.7.13	“Embee suwngkoung teching lhuwruw; ajiena ate inche imaangna te ilhuwna suwngkoung chuw mimvenna, engkhejege lham chuw minjane, engkhejege chove soungte ilhuw mi nhimne. 
MAT.7.14	Ajiena ate inche rhingrie toungna suwngkoung chuw mimbeene, engkhejege lham chuw siengne, engkhejege chove chuw ajii mi tumne.
MAT.7.15	“Zou piendeer avie, chang gechuw asoung nache erhaang utiraar khangchie echummaa Laarchanghe tena enriemruw. 
MAT.7.16	Ninnuw ing emmenie chuw engeenranaching minghuw vang ninte Mi hing drakha aanra chuw aelhingbour tena, chang maaniege thechang chuw aelhingbour tena aarhiih chaaga? 
MAT.7.17	Chang ichiin aettha thingbour bekhe ching aanra aettha enrane, chang gechuw aetthamaa thingbour ching aanra etthamaa enrane. 
MAT.7.18	Ettha thingbour engkhe ing aanra etthamaa, changmaa niege aethaama thingbour engkhe ing aanra ettha enra chehmaa. 
MAT.7.19	Aanra aettha enramaa thingbour bekhe chuw phuwrge mhi soungte athaa naa. 
MAT.7.20	Chang taana ching ninnuw ing emmenie chuw engeenra nachin minghuw vang ninte.
MAT.7.21	“Kenhingna ‘Thangpa, Thangpa,’ ate bekhe ing thangven Eruwng lepaa chuw lhuwhchir maanie, chang gechuw thangven na aeong kemapa ing amindeen aatu ama ching lhuwh vate. 
MAT.7.22	Chove enie naching aanhim ing kenhingna hanghin rhier vatehe ‘Thangpa, Thangpa kinnuw ing naromhingna Thangnhang ttong kintong maaga engkhejege naromhingna ronham kinthour maaga engkhejege naromhing ruwngpuw nong kintu maaga?’ 
MAT.7.23	Engkhejege chale chin kieing ennhingna hanghin rhier vang gete ‘Kie ing ninnuw chuw minghuw maangchuw; etthamaa itu ninnuw kenhingtena engkeruw.’
MAT.7.24	“Heve kettong hehie aronge, engkhejege atu mi bekhe chuw lhung taalina een atu aesing mi engkhe tho enghaa vate. 
MAT.7.25	Engkhejege khuw suwrge chii liimse, engkhejege thie rhaang ge chove een taalina chin amimvarpe, chang gechuw lhung taalina aniirna chove een chuw tiehmaase.
MAT.7.26	“Engkhejege heve kettong hehie thiege atumaa mi bekhe chuw siih taalina een atu aenhuwr mi engkhe tho enghaane. 
MAT.7.27	Engkhejege khuw suwrge chii liimse, engkhejege thie rhaangge chove een taalina chin amimvarpe, engkhejege een chuw mher isiipaa in tiihse.”
MAT.7.28	Engkhejege Jesu ing heve hehie irhier abetthunhute aathie mi ruhpuw hechuw enluw rhiihse. 
MAT.7.29	Ajiena ate inche ama ing emmenie chuw thiimdeehe khangkhin ichiin minchuwmaa hege, itu acheh engkhe khangkhin ichiin aminghuwgehe.
MAT.8.1	Jesu ing boung taalina ajungttumle mi ruhpuw aye ing aanhuw ajie; 
MAT.8.2	Engkhejege ibeerruw enchor mi engkhe theng ge akurna akhi ruwkhuw phin ge arhier, “Thangpa emindeen pee teniebe kie hie eminthieng pisare.”
MAT.8.3	Engkhejege ama ing akee vejaam ge ama chuw perge arhier, “Kerhuwse; minthiing sare,” engkhejege aniekungna aanchor chuw minthiingse. 
MAT.8.4	Engkhejege Jesu ing anhingna arhier, “Ibeer! Nang achuw dong nhingna rhiermaa, chang gechuw shi, khorpuw nhingte nataa kha vaanthii engkhejege mi bekhena saarkhie ipina rotoum Moses ing abetthoh keethuwr chuw minlhen.”
MAT.8.5	Ama ing Kapernauwm avalhuw tho raarmi roza aapuw engkhe ing amachuw entuw phuwge anhingna hanghin ichiin rhierge athamsaa: 
MAT.8.6	“Thangpa, kemine hie suwr ing kige iya echaampaa ing eenna entorjehne.”
MAT.8.7	Engkhejege Jesu ing anhingna arhier “kie vahvang gete engkhejege ama chuw mindam vang gete.”
MAT.8.8	Chang gechuw raarmi roza aapuw chin anhingna abesang “Thangpa nang ing ke eente epuwkho vang nate hie kii rovaar samaa ing; chang gechuw dam resie ichiipang irhier peeteniebe kemine chuw damvate. 
MAT.8.9	Ajiina ate inche kieje itu iche he derna aeong ging engkhejege keder naye sepehe oumne, engkhejege kie ing engkhe nhingna ‘shi’ ketele ama shine, engkhejege leentaang engkhe nhingna ‘huwng’ ketele ama huwngne, engkhejege kesuwh nhingna ‘heve hie tu’ ketele ama ing atuna.”
MAT.8.10	Chove chuw Jesu ing athie taana ama alu rhiege aanhuw ejie he nhingna arhier, atataa ing kie ing ninnhingna kerhiernaa, Israel shungna raange hanghin ichiin athacha mi engkhe dong tuw maang. 
MAT.8.11	“Kie ing ninnhingna kerhiernaa, mi enhimpaa tehang engkhejege tetaa tena thengniege Abraham, Issak, engkhejege Jakob tho thangven eruwng lepaa nachin onghaa vatehe. 
MAT.8.12	Chale chin eruwng lepaa asiti hechuw taang inthim shoungte lhinvatehe; chove amhin nachin mihe ching ttaavatehe engkhejege ingha eriir vatehe. 
MAT.8.13	Engkhejege Jesu ing raarmi roza aapuw nhingna chin arhier, “Shi, nathacha enhuw ijiin heve hie nanhingna suwh resie, engkhejege chove pungpha narah chin amine chuw damse.”
MAT.8.14	Engkhejege Jesu ing Piter eente avalhuwle ama ing Piter mapi rhietheng ing nage entour chuw amhuw. 
MAT.8.15	Ama ing akee chuw apar taana arhie etheng chuw engkuhse engkhejege ama ing hangthiege adur alie. 
MAT.8.16	Chove kholhiena chin emmenie ing ronham ing asa mi enhimpaa anhingte emvirhie; engkhejege ama ing etthamaa chipi hechuw rukuh ge athour engkhejege ena bekhe hechuw amindam. 
MAT.8.17	Chove chuh Isaiah Laarchang ing, “ama ing kinsurna ina iki enlie pipe engkhejege kinlena bekhe enreen pipe,” tege aherhier chuw atungnaga.
MAT.8.18	Ate Jesu ing mi ruhpuw aye ing arokur chuw amhu taana ama ing emmenie chuw pangkhe entongte shiru tege abettho pehe. 
MAT.8.19	Engkhejege thiempuw engkhe theng ge anhingna arhier, “aanchuwpa nang nasitaa bekhena nanhuw jiigechii.”
MAT.8.20	Engkhejege Jesu ing anhingna arhier, “Emhihe engkhour oumne engkhejege thiena enyaa vatihe enruvuw oumne, chang gechuw Mi Sapa chuwbe aluw mingkamna akhuna dong oumma.”
MAT.8.21	Sepoh leentaang engkhe ing anhingna arhier “Thangpa mensa rimna kie engke ning ge kemapa hungrhee jah gete.”
MAT.8.22	“Chang gechuw Jesu ing anhingna arhier” “keenhuw jii engkhejege ethie hechuw ethie hing arheena tusaheresie.”
MAT.8.23	Engkhejege ama ing ruwkuwng atungle asepoh hing aanhuw enjiehe. 
MAT.8.24	Engkhejege ibeerruw riimchiena khuw-thie eper paa hangeenlehge ruwkuwng chuw chii ennoh ching beluh rong atele Jesu chuwbe ehejaarye. 
MAT.8.25	Engkhejege emenie ing anhingte vahege amachuw bethie hege hanghin enrhier “Ekarsare Thangpa, kinnuw therong kintena, ichinsagung.”
MAT.8.26	Engkhejege ama ing ennhingna arhier, “ajietuna enttii gechuw, Oh thacha ishur ninnuw?” Chona chin ama ing hangthiege thiele riimchie chuw aasepe, “engkhejege apoum alaang depose.” 
MAT.8.27	Engkhejege mi hechuw enlu rhiege hanghin ichiin enrhier, “heve hie ajii khangchie miga, thiele riimchie jing anu aminjiehie?”
MAT.8.28	Engkhejege ama ing paangkheh entongte hinjiege Gadari lepaa te ahungsile ronham ing ashaa mi ennhie ing then soungtena hangsuwh hege ama chuw lhamna aantuwphuwhe. Emmenie chuw ajehmeh ittiishuga ichiin che achuwdong ing chove lham chuw ijie chehmaa. 
MAT.8.29	Engkhejege ibeerruw, emmenie ing iounghe, “kinnuw chuw ajie iminlu ginte natega, Thangnhang Sapa? Nang ing kinnuw chuw apha aviemaa lhiele imemaang gungte techiige heve nahin itheng gechie?”
MAT.8.30	Chalechin ennhing tena tapieh endaa amhin engkhe na woh aenhimpaa aruwh engkhe imhaar. 
MAT.8.31	Engkhejege ronhamhe ching ama chuw thamsa hege enrhier, “Nang ing kinnuw hie enthour geteniibe sose woh aruwhhe soungte sin iminlhuw sare.”
MAT.8.32	Engkhejege Jesu ing ennhingna arhier, “Shiruw;” changtaana chin emmenie ing jungsuw hege wohhe soungte lhuwsehe; engkhejege ibeerruw, woh aruw apoum ching engkhohpaa riimchie kham teching jungjaam sehe, engkhejege chii soungte lhuwh hege theesehe. 
MAT.8.33	Woh iser mihe ching ten hege khuwpu soungte hunglhuw sehe engkhejege emmenie ing chove bekhe chuw le ronham ing ashaa mihe nhingna isuwh aangkheng chuw entongpehe. 
MAT.8.34	Engkhejege ibiirruw khuwpuw apoum ing Jesu entuwhphuwte tehege ejungsuwhe, engkhejege emmenie ing ama chuw emmhuw che chove enram chuw ibethinpeere tehege anhingna enthamsaape.
MAT.9.1	Engkhejege ama ing ruwkuwng engkhe tungge aalenpe, engkhejege ataasah akhuwpuw te hungse. 
MAT.9.2	Engkhejege ibeerruw, emmenie ing suwr ing aki engkhe chuw ajaarna tho emvirhie, engkhejege Jesu ing enthacha chuw amhuw taana ama ing suwr ing aki nhingna chin arhier, “Kesapa, nabeloung mengam; isii natu bekhe kha kekuhpee pechii!” 
MAT.9.3	Engkhejege ibeerruw, thiimpuw tepie hechin ennajeer na enrhier, “Have pesar hing Thangnhang chuw arokaarnaa.”
MAT.9.4	Chang gechuw emmindeen chuw minghuwge Jesu ing arhier, “Ajie tuna ninseloung na aetthamaa nimmindeen ga? 
MAT.9.5	Ajiena ate inche ‘Isii natu bekhe kha kekuhpee pechii’ atele ‘Hangthii ing shi’ ate chuw akhukha lelhaane? 
MAT.9.6	Ninnuw ing minghuw vang ninte chuwbe mi Sapa ching Lolhie paam na isie ikuw achehse,” chona ama ing suwr ing aki nhingna chin arhier “Hangthii, najaarna jolie engkhejege een te engke.” 
MAT.9.7	engkhejege ama ing hangthiige een te engkese. 
MAT.9.8	Mi ruhpuw heching chove chuw emmhuw taana emmenie ittee sehe, engkhejege mi taalina changchii itu icheh aapi Thangnhang chuw emmenie ing emmimpaape.
MAT.9.9	Jesu ing chove mhin chuw bethinge ahungsile ama ing Mathi ate pesar engkhe chuw rampaar chiipaar khachana ekhuwm een engkhe na eong amhuw, engkhejege anhingna arhier, “keenhuw jie?” Engkhejege ama ing hangthiege Jesu inhuw ajiepe.
MAT.9.10	Ama ing eensoung na bowsa avaong tho rampaar chiipaar aakhuwhe le ishii icherhe aenhimpaa vatheng hege Jesu engkhejege asepohhe tho onghaasehe 
MAT.9.11	Engkhejege Pharisi hing heve hii mhuwhege emmenie ing asepohhe nhingna enrhier, “Ajii tuna ninnuw ninthimpuw ing rampaar chiipaar aakhuwhe engkhejege isii icherhe tho the ashaahaaga?” 
MAT.9.12	Chang gechuw heve hie athie taana ama ing arhier, “Edamhe rotoumna aethiim kanamaa, chang gechuw inahe rotoumnaga. 
MAT.9.13	Kii ing ningsii ihe keediih naa, engkhejege enthina hebe idemaang atehie ajii atenaga ichii aminghuwna ninnu shinuwng vatamruw. Ajiina ate inche kie ing dramho icher chuw aeennaing ijuwng maaging, isii icherhe chuwga.”
MAT.9.14	Chona Johon asepoh hing anhingte theng hege enrhier, “Pharisihe le kinnuw ing aphabekhena vinttaam tong oungge ajietuna nasepo hing vinttaam atongmaa gehe?”
MAT.9.15	Engkhejege Jesu ing ennhingna anhier, “Lerpa tho engongle taang riekhie inie aeriim na itheng mharhe chuw enning dongvate khang? Lerpa chuw ennhingtena Jelhie vang ate inie chuw thengvate, engkhejege chale ching emmenie ing vinttaam tong vatehe. 
MAT.9.16	Engkhejege achuwdong ing piendeer beluw taalina pien ethar alhehkheh mimbermaa, ajiena ate inche mimber niebe aphiih taa lolang naching aenhimseh entthiehne. 
MAT.9.17	Chang maage mi hing drakha chii ethar chuw beluw shawin abuwr na thinmaa, thinniebe shawin chuw jinge drakha chii chuw entane, engkhejege shawin chuw amemaang naa. Chang gechuw drakha chii ethar chuw ethar shawin abuwrna athin naa, engkhejege aannhiimeh chin maangmaa.”
MAT.9.18	Chang ichiin ama ing ennhingna arhierle ibeerruw, waajeer aapuw engkhe valhuwge Jesu chuw roumge arhier, “Kesanuw chuw atelerarah theese, chang gechuw nang ivathengpee ing ataalina nakee ibangpee engkhejege ama rhing vate.” 
MAT.9.19	Engkhejege Jesu ing hangthiege asepohhe tho aanhuw enjiepehe;
MAT.9.20	Engkhejege ibeerruw koumsum alhii ennhii thii entage ina nepenuw engkhe ing atuhnhung na vage apien betha aparpe. 
MAT.9.21	Ajiina ate inche “kie ing apien betha pang ruwruw chuw parsa ningbe damvang gete” tege abelungrier na amindeen. 
MAT.9.22	Jesu avaanleh che ama chuw mhuwge arhier, “Nabeloung mengam sare, kesanuw, nathacha khing nang chuw emminthiingpe.” Engkhejege aniekungna nepenuw chuw damse. 
MAT.9.23	Engkhejege waajeer aapuw eensoung teching avalhuw che toumla aatoumhe le huwjaar amintam mi ruhpuw chuw mhuwge, 
MAT.9.24	ama ing arhier, “Enseenruw, ajiena ate inche nepenuti hii ithie maaga, ijaarga.” Engkhejege emmenie ing Thangpa chuw emmenie. 
MAT.9.25	Chang gechuw mi ruhpuw chuw taang abesuw aanhuwna ama valhuwge nepenuwti chuw akee na abechuw che ama hangthiese. 
MAT.9.26	Engkhejege heve khu hii chove paam apoum nachin emvorse.
MAT.9.27	Engkhejege Jesu ing chove mhin tena chuw ahungsi che mheechuw pesar ennhii ing aanhuw enjii belham ing “David Sapa kinnuw chuw naning eminsii sare” tehege iunghe. 
MAT.9.28	Ama ing eensoung avalhuwle amhee ichu pesar ennhii ching anhingte ivahe; engkhejege Jesu ing ennhingna arhier, “Kii ing heve hii itu kechese ichii nimminghuwga?” Emmenie ing anhingna embesang, “Oung, Thangpa.” 
MAT.9.29	Chona chin ama ing emmhee hechuw parge arhier, “ninthacha inhuw ijiin ninnhingna heve hie suwh resie.” 
MAT.9.30	Engkhejege emmhee hechuw enlangse. Engkhejege Jesu ing ennhingna entehpaa in arhier, “Achuwdong ing heve hie minghuwmaa resie.” 
MAT.9.31	Chang gechuw emmenie ing shihege Thangpa romhing chuw paam apoumna chin enjarpe.
MAT.9.32	Engkhejege emmenie ing aangke nhuwtehe, ibeerruw, ronham ing ashaa attong isuwmaa engkhe chuw mi hing anhing te emvehrhii. 
MAT.9.33	engkhejege ronham chuw aten aanhuwna attong isuwmaa mi ching ttongse engkhejege mi ruhpuw chuw enluw rhiige enrhier, “Heve tho enghaa ajiidong Israel soungna ateeledong mhuwmaa mii.”
MAT.9.34	Chang gechuw Pharisi hing enrhier, “Ronham eruwng sapa ing boumge ama ing ronham athorga.”
MAT.9.35	Engkhejege Jesu ing khuw engkhejege khupuw bekhe chuw ihurge khuwngsang soungna minchuwge, eruwng lepaa ettha ttong chuw ajeer engkhejege lena bekhe le ina iki, bekhe hechuw amindam. 
MAT.9.36	Ama ing mi ruhpuw chuw amhuw che emmenie chuw aning aminttuwhpe, ajiena ate inche emmenie chuw ijachaam apha, aaboum eoummaa engkhejege aasherpee eoummaa Zouhe tho enghaa gehe. 
MAT.9.37	Chona ama ing asepohhe nhingna arhier, “Ikumphuw shaang nhimne chang gechuw shaang aakum mibe tumpaane. 
MAT.9.38	Chang taana chin shaang ikum mi ijin chiirna rotum shaang ikum aapuw nhingna hinnheruw.”
MAT.10.1	Chona Jesu ing asepoh sumalhie ennhie hechuw aeen engkhejege emmenie chuw enthiengmaa chipi ithour achena, lena bekhe engkhejege ina iki apoum endam achena ruwngpir apeehe. 
MAT.10.2	Heve hehie sepoh sumalhie enhiehe romhing ga: amhuwrna, Piter ate Simon, engkhejege anepa Andrew; Zebedee sapa Jakob engkhejege anepa Johon; 
MAT.10.3	Philip le Bartholomew; Thomas le khachana aekhum Mathi; Alpheus Sapa Jakob engkhejege Thaddaeus; 
MAT.10.4	Kanan tena Simon engkhejege Jesu chuw alhien Judas Iskariot.
MAT.10.5	Jesu ing heve Summalhii ennhie hehie hanghin ichiin minchuwge achiirhe; “Leentaang Jaatihe kaarna shimaaruw engkhejege Samaria he khuwpuw soungte lhuwmaa ruw. 
MAT.10.6	Chang gechuw Israel he eengkuw emmobesa zouhe nhingtelha shiruw. 
MAT.10.7	Ninshi belham in Thangven Eruwng lepaa chuw ennheengse ate aettha ttong chuw minthangruw. 
MAT.10.8	Ina mindamruw, ithie minrhingruw, enchor minthiingruw, ronham thourruw, ninnuw ing ngarhe ing ningee lhangkha, ngarhe ing peruw. 
MAT.10.9	Sana lopa, engkhejege kori reenmaaruw? 
MAT.10.10	Ramkhie ninshina thuung, lungoh ennhie, khikhum engkhejege romhor reenmaaruw; ajiena ate inche enlhiing mihe ching enthe saaphuw iphapham thengne. 
MAT.10.11	“Ninnuw ing khuw gejenie khuwpuw gejenie ninlhuwhle heve sungna rukuwm itu chehvang ate mi chuw jongruw, engkhejege chove mhin chuw nimbethin maataang ama tho ongruw. 
MAT.10.12	Ninnuw ing een teching nimvalhuw tho een ipuw hechuw berhiim ruw. 
MAT.10.13	Engkhejege emmenie ing rukuwm itu heniebe eensoung nachin dejiim oumna naberhiim chuw cheengresie, chang gechuw rukuwm itumaa heniebe dejiim oumna naberhiim chuw inliresie. 
MAT.10.14	Achuw engkhe ing ninnuw chuw rotha ihekur maaniibe engkhejege ninttong rongemaa niebe chove een chuw maaniige khuwpuw chuw ninbethin tho enrhiing ningkhina sheerbaar kha rukhuwngruw. 
MAT.10.15	Kie ing ninnhingna atataa in kerhiernaa, waajeer inie nachin chove khuwpuw lamnabe Sodom le Gomorrah paam ing iya ichaam idiir akhohseh vate.
MAT.10.16	“Ibierruw kii ing ninnuw chuw imhihe kaarte Zauhe khangkhin ichiin kechiir naachuw; Changtaah naching beruwr khangkhing vierruw engkhejege Vatthuw khangkhing belungrier teumruw. 
MAT.10.17	Emmenii chuw aeriim ruw ajiena ate inche emmenie ing ninnuw chuw uhpa laaluh te epevate he, engkhejege entaa khuwngsang naching ninnuw chuw emimver vatehe. 
MAT.10.18	Emmenie nhingna, engkhejege mijaati leentaang he nhingna sarkhii rotoumna kie khuna ram aapuwhe engkhejege eruwng he mhekungna ninnuw chuw aehinrhii vatehe. 
